ngram_range,max_features,min_df,umap_dims,eps,min_samples,num_clusters,noise_ratio,silhouette_score,davies_bouldin_score
"(1, 1)",5000,2,100,1.0,15,34,0.04271916790490342,0.4667648673057556,1.2383583331699173
"(1, 2)",1000,2,2,0.2,5,107,0.013187221396731055,0.38168013095855713,0.8125611338831326
"(1, 2)",1000,2,2,0.2,10,97,0.054049034175334326,0.39993545413017273,1.4339174566089619
"(1, 2)",1000,2,2,0.2,15,89,0.125,0.3376657962799072,1.7085460944063091
"(1, 2)",1000,2,2,0.4,5,72,0.0007429420505200594,0.3414257764816284,0.9853159670048464
"(1, 2)",1000,2,2,0.4,10,61,0.017087667161961365,0.3404434025287628,1.6281410033224588
"(1, 2)",1000,2,2,0.4,15,51,0.045319465081723624,0.3445852994918823,1.692749490478616
"(1, 2)",1000,2,2,0.6,5,51,0.0,0.2852196991443634,0.28110218046054336
"(1, 2)",1000,2,2,0.6,10,46,0.009658246656760773,0.3613412380218506,1.8698281628182691
"(1, 2)",1000,2,2,0.6,15,36,0.03176077265973254,0.36851638555526733,2.0200037662322017
"(1, 2)",1000,2,2,0.8,5,50,0.0,0.2573508024215698,0.28443990907233796
"(1, 2)",1000,2,2,0.8,10,44,0.009658246656760773,0.32030025124549866,1.827000662550215
"(1, 2)",1000,2,2,0.8,15,34,0.03176077265973254,0.3407847285270691,1.9848996682542357
"(1, 2)",1000,2,2,1.0,5,47,0.0,0.11385921388864517,0.3342490018786964
"(1, 2)",1000,2,2,1.0,10,40,0.009658246656760773,0.11584655940532684,1.750759117596602
"(1, 2)",1000,2,2,1.0,15,30,0.03176077265973254,0.16745807230472565,1.9624654963117578
"(1, 2)",1000,2,5,0.2,5,160,0.08971025260029718,0.4450172185897827,0.8751435104083466
"(1, 2)",1000,2,5,0.2,10,125,0.20152303120356613,0.3929160535335541,0.9206489359787444
"(1, 2)",1000,2,5,0.2,15,94,0.325037147102526,0.25494185090065,1.0244950925395717
"(1, 2)",1000,2,5,0.4,5,87,0.005200594353640416,0.3722335994243622,0.641200515432264
"(1, 2)",1000,2,5,0.4,10,79,0.030274888558692422,0.37743517756462097,1.406581246514441
"(1, 2)",1000,2,5,0.4,15,67,0.07057949479940565,0.39579758048057556,1.5564104375679755
"(1, 2)",1000,2,5,0.6,5,58,0.0003714710252600297,0.32831400632858276,0.37422096896485385
"(1, 2)",1000,2,5,0.6,10,51,0.010586924219910848,0.3633349537849426,1.114189385978247
"(1, 2)",1000,2,5,0.6,15,44,0.03287518573551263,0.3264455497264862,1.8314441403107338
"(1, 2)",1000,2,5,0.8,5,55,0.0,0.3423705995082855,0.36147806392842907
"(1, 2)",1000,2,5,0.8,10,48,0.009101040118870729,0.36186715960502625,1.0312302689407025
"(1, 2)",1000,2,5,0.8,15,39,0.029903417533432394,0.38150015473365784,1.8674344817271973
"(1, 2)",1000,2,5,1.0,5,45,0.0,0.3128780126571655,0.3031001533467664
"(1, 2)",1000,2,5,1.0,10,39,0.008172362555720654,0.33242008090019226,0.9401919534389606
"(1, 2)",1000,2,5,1.0,15,32,0.024331352154531947,0.36501720547676086,1.7686360209878178
"(1, 2)",1000,2,10,0.2,5,165,0.10698365527488855,0.42646244168281555,0.8268833139000451
"(1, 2)",1000,2,10,0.2,10,117,0.22659732540861813,0.3798738420009613,0.8755021939515657
"(1, 2)",1000,2,10,0.2,15,95,0.33450965824665674,0.2547590136528015,0.9249111393885863
"(1, 2)",1000,2,10,0.4,5,83,0.005757800891530461,0.3966963291168213,0.5750992015338633
"(1, 2)",1000,2,10,0.4,10,76,0.03268945022288262,0.41048896312713623,1.2873534884349849
"(1, 2)",1000,2,10,0.4,15,67,0.0737369985141159,0.4153362512588501,1.4504770408225667
"(1, 2)",1000,2,10,0.6,5,66,0.0005572065378900445,0.3405541479587555,0.42642275004390495
"(1, 2)",1000,2,10,0.6,10,62,0.010215453194650817,0.3963603675365448,1.500381022641985
"(1, 2)",1000,2,10,0.6,15,53,0.038818722139673106,0.405567467212677,1.4612950169871217
"(1, 2)",1000,2,10,0.8,5,49,0.00018573551263001485,0.29058369994163513,0.3568697365966157
"(1, 2)",1000,2,10,0.8,10,43,0.008358098068350668,0.36935508251190186,1.237198189349483
"(1, 2)",1000,2,10,0.8,15,36,0.027674591381872213,0.372084379196167,1.3040785720861543
"(1, 2)",1000,2,10,1.0,5,44,0.0,0.3908158242702484,0.31087419700296676
"(1, 2)",1000,2,10,1.0,10,39,0.00724368499257058,0.39558085799217224,1.262719412749328
"(1, 2)",1000,2,10,1.0,15,33,0.020988112927191677,0.4265752136707306,1.3471557643554422
"(1, 2)",1000,2,20,0.2,5,158,0.10735512630014858,0.4058436155319214,0.7577336589607251
"(1, 2)",1000,2,20,0.2,10,123,0.22789747399702823,0.36588335037231445,0.8834012211140913
"(1, 2)",1000,2,20,0.2,15,92,0.35178306092124817,0.23065349459648132,0.920131468829171
"(1, 2)",1000,2,20,0.4,5,86,0.005757800891530461,0.39639586210250854,0.5666344717911713
"(1, 2)",1000,2,20,0.4,10,78,0.03176077265973254,0.40594369173049927,1.2312275416610658
"(1, 2)",1000,2,20,0.4,15,67,0.08098068350668648,0.42825040221214294,1.4450777320717694
"(1, 2)",1000,2,20,0.6,5,67,0.0003714710252600297,0.31844860315322876,0.3944765744435298
"(1, 2)",1000,2,20,0.6,10,62,0.011144130757800892,0.3367331922054291,1.2531443248241068
"(1, 2)",1000,2,20,0.6,15,51,0.036404160475482915,0.3512689471244812,1.5204270066260714
"(1, 2)",1000,2,20,0.8,5,59,0.00018573551263001485,0.3314289152622223,0.3694181001937872
"(1, 2)",1000,2,20,0.8,10,52,0.009286775631500743,0.4028948247432709,1.058560356245693
"(1, 2)",1000,2,20,0.8,15,42,0.033989598811292716,0.4055313766002655,1.3591339145480108
"(1, 2)",1000,2,20,1.0,5,48,0.0,0.3491217792034149,0.3253475969018917
"(1, 2)",1000,2,20,1.0,10,42,0.008172362555720654,0.3394753038883209,0.9758704599622464
"(1, 2)",1000,2,20,1.0,15,33,0.0287890044576523,0.3965315818786621,1.2497792302909931
"(1, 2)",1000,2,50,0.2,5,164,0.10902674591381872,0.4084179699420929,0.8337734522940633
"(1, 2)",1000,2,50,0.2,10,124,0.2303120356612184,0.3804973363876343,0.8699826220583321
"(1, 2)",1000,2,50,0.2,15,93,0.35791233283803864,0.2263469696044922,0.8899221796720209
"(1, 2)",1000,2,50,0.4,5,90,0.00612927191679049,0.38831233978271484,0.5595341053610134
"(1, 2)",1000,2,50,0.4,10,77,0.03473254086181278,0.4162483513355255,1.1240986098291057
"(1, 2)",1000,2,50,0.4,15,69,0.0787518573551263,0.4223305284976959,1.3939462956449533
"(1, 2)",1000,2,50,0.6,5,66,0.0005572065378900445,0.33692073822021484,0.37579748090761234
"(1, 2)",1000,2,50,0.6,10,61,0.013558692421991085,0.3917676508426666,1.175688032049983
"(1, 2)",1000,2,50,0.6,15,50,0.04290490341753343,0.3989454507827759,1.318027553629496
"(1, 2)",1000,2,50,0.8,5,56,0.0,0.23900149762630463,0.3942105488720386
"(1, 2)",1000,2,50,0.8,10,47,0.01225854383358098,0.2612358033657074,1.0861059985135684
"(1, 2)",1000,2,50,0.8,15,39,0.033060921248142645,0.40550512075424194,1.2528775822415
"(1, 2)",1000,2,50,1.0,5,48,0.0,0.22026386857032776,0.37499769190794524
"(1, 2)",1000,2,50,1.0,10,42,0.008172362555720654,0.21069784462451935,0.960741301915012
"(1, 2)",1000,2,50,1.0,15,33,0.0287890044576523,0.28120020031929016,1.1583225867171945
"(1, 2)",1000,2,100,0.2,5,162,0.10661218424962852,0.35732364654541016,0.854918685855341
"(1, 2)",1000,2,100,0.2,10,118,0.2397845468053492,0.32997214794158936,0.8846695560977146
"(1, 2)",1000,2,100,0.2,15,94,0.3473254086181278,0.22514261305332184,0.9392055022023456
"(1, 2)",1000,2,100,0.4,5,84,0.006315007429420505,0.38528895378112793,0.5750505081670056
"(1, 2)",1000,2,100,0.4,10,77,0.030460624071322436,0.42805564403533936,1.2291255172829076
"(1, 2)",1000,2,100,0.4,15,66,0.07262258543833582,0.4043572247028351,1.4420095028414215
"(1, 2)",1000,2,100,0.6,5,65,0.0003714710252600297,0.3337372839450836,0.3809113884895472
"(1, 2)",1000,2,100,0.6,10,58,0.014301634472511144,0.33947551250457764,1.247068024885876
"(1, 2)",1000,2,100,0.6,15,49,0.040676077265973255,0.3226693272590637,1.433280169870728
"(1, 2)",1000,2,100,0.8,5,52,0.0003714710252600297,0.3068748116493225,0.3371343107262872
"(1, 2)",1000,2,100,0.8,10,44,0.010958395245170876,0.35254523158073425,1.1084702864071314
"(1, 2)",1000,2,100,0.8,15,35,0.03176077265973254,0.4458250105381012,1.256575251667126
"(1, 2)",1000,2,100,1.0,5,47,0.0,0.3729473054409027,0.29530473552944403
"(1, 2)",1000,2,100,1.0,10,40,0.009286775631500743,0.47691699862480164,1.0097078497245366
"(1, 2)",1000,2,100,1.0,15,33,0.025074294205052007,0.46775683760643005,1.168835119792767
"(1, 2)",3000,2,2,0.2,5,106,0.008358098068350668,0.38906219601631165,0.6624882391044353
"(1, 2)",3000,2,2,0.2,10,98,0.048662704309063894,0.4303160011768341,1.21808327621358
"(1, 2)",3000,2,2,0.2,15,89,0.11682763744427935,0.38109490275382996,2.413001115015308
"(1, 2)",3000,2,2,0.4,5,76,0.0009286775631500742,0.32370883226394653,0.28999207792662285
"(1, 2)",3000,2,2,0.4,10,65,0.017459138187221397,0.30788177251815796,0.9928634561898668
"(1, 2)",3000,2,2,0.4,15,55,0.0462481426448737,0.2635173499584198,1.9452685483016918
"(1, 2)",3000,2,2,0.6,5,70,0.0,0.3540368378162384,0.25110281768851145
"(1, 2)",3000,2,2,0.6,10,60,0.0137444279346211,0.4136439561843872,1.2623576847166273
"(1, 2)",3000,2,2,0.6,15,48,0.04049034175334324,0.3707200586795807,1.482177133270905
"(1, 2)",3000,2,2,0.8,5,65,0.0,0.34911081194877625,0.24939184905422374
"(1, 2)",3000,2,2,0.8,10,58,0.009843982169390787,0.4004967212677002,1.2048530295020006
"(1, 2)",3000,2,2,0.8,15,47,0.03658989598811293,0.38155779242515564,1.6514771139745683
"(1, 2)",3000,2,2,1.0,5,60,0.0,0.42212429642677307,0.2295556355893099
"(1, 2)",3000,2,2,1.0,10,54,0.008543833580980683,0.4651728570461273,1.3291733074275085
"(1, 2)",3000,2,2,1.0,15,42,0.03528974739970282,0.4534640908241272,1.6052944127081725
"(1, 2)",3000,2,5,0.2,5,159,0.07355126300148589,0.5223802924156189,0.8179535425365805
"(1, 2)",3000,2,5,0.2,10,125,0.17960624071322437,0.43680498003959656,0.9571049925442457
"(1, 2)",3000,2,5,0.2,15,100,0.2988484398216939,0.2931467890739441,1.1128099055220726
"(1, 2)",3000,2,5,0.4,5,81,0.004086181277860327,0.25370508432388306,0.5515501041394786
"(1, 2)",3000,2,5,0.4,10,73,0.02711738484398217,0.2839362323284149,0.9796670398063007
"(1, 2)",3000,2,5,0.4,15,64,0.0663075780089153,0.3389177620410919,1.651208794861882
"(1, 2)",3000,2,5,0.6,5,65,0.00018573551263001485,0.27830106019973755,0.32773419042686697
"(1, 2)",3000,2,5,0.6,10,57,0.012072808320950966,0.3361530601978302,1.0790187375554383
"(1, 2)",3000,2,5,0.6,15,46,0.03974739970282318,0.2998356223106384,1.4944471135607267
"(1, 2)",3000,2,5,0.8,5,63,0.0,0.2998199760913849,0.31212905656224943
"(1, 2)",3000,2,5,0.8,10,56,0.010215453194650817,0.32258960604667664,1.1155239076896448
"(1, 2)",3000,2,5,0.8,15,46,0.034918276374442794,0.30198371410369873,1.5519524145287018
"(1, 2)",3000,2,5,1.0,5,57,0.0,0.40391451120376587,0.27938500341741646
"(1, 2)",3000,2,5,1.0,10,51,0.008915304606240713,0.4453451633453369,1.0996333798804074
"(1, 2)",3000,2,5,1.0,15,41,0.034546805349182766,0.4088074862957001,1.4878457951685127
"(1, 2)",3000,2,10,0.2,5,163,0.0848811292719168,0.49029743671417236,0.8575680654568725
"(1, 2)",3000,2,10,0.2,10,128,0.1888930163447251,0.4161251485347748,0.9060299129852895
"(1, 2)",3000,2,10,0.2,15,99,0.3150074294205052,0.27921125292778015,1.003514014319028
"(1, 2)",3000,2,10,0.4,5,81,0.0048291233283803865,0.2995883524417877,0.6082632013521994
"(1, 2)",3000,2,10,0.4,10,72,0.02526002971768202,0.3033774793148041,0.9967561695721477
"(1, 2)",3000,2,10,0.4,15,61,0.06742199108469539,0.3279184103012085,1.3089273520726608
"(1, 2)",3000,2,10,0.6,5,66,0.00018573551263001485,0.2602696418762207,0.34538399286917426
"(1, 2)",3000,2,10,0.6,10,59,0.01225854383358098,0.29380616545677185,0.9215322950923688
"(1, 2)",3000,2,10,0.6,15,47,0.03937592867756315,0.2551575303077698,1.219563063699298
"(1, 2)",3000,2,10,0.8,5,64,0.0,0.3888348937034607,0.28767457780509886
"(1, 2)",3000,2,10,0.8,10,56,0.011144130757800892,0.3976118862628937,0.9071882920735466
"(1, 2)",3000,2,10,0.8,15,44,0.03789004457652303,0.36426234245300293,1.1700043782889735
"(1, 2)",3000,2,10,1.0,5,63,0.0,0.36649131774902344,0.2936976133491302
"(1, 2)",3000,2,10,1.0,10,55,0.011144130757800892,0.3751336932182312,0.90556538783108
"(1, 2)",3000,2,10,1.0,15,44,0.03789004457652303,0.36426234245300293,1.1700043782889735
"(1, 2)",3000,2,20,0.2,5,162,0.08692421991084695,0.484723836183548,0.8578437849366828
"(1, 2)",3000,2,20,0.2,10,126,0.18573551263001487,0.41883862018585205,0.9048994492182535
"(1, 2)",3000,2,20,0.2,15,96,0.31853640416047546,0.26804858446121216,0.9735372100799058
"(1, 2)",3000,2,20,0.4,5,79,0.004457652303120356,0.27266058325767517,0.5137342003828907
"(1, 2)",3000,2,20,0.4,10,77,0.025074294205052007,0.3670237958431244,0.9740523572492498
"(1, 2)",3000,2,20,0.4,15,67,0.06593610698365528,0.39189720153808594,1.2600729116228297
"(1, 2)",3000,2,20,0.6,5,69,0.0,0.2521582245826721,0.3730942610910756
"(1, 2)",3000,2,20,0.6,10,60,0.012072808320950966,0.28367921710014343,0.9517548596766433
"(1, 2)",3000,2,20,0.6,15,49,0.03974739970282318,0.25144851207733154,1.1365887031674438
"(1, 2)",3000,2,20,0.8,5,63,0.0,0.3282710909843445,0.3207522574095753
"(1, 2)",3000,2,20,0.8,10,55,0.011144130757800892,0.3700425624847412,0.9376829209444121
"(1, 2)",3000,2,20,0.8,15,45,0.03603268945022288,0.3498428463935852,1.1131493385220024
"(1, 2)",3000,2,20,1.0,5,60,0.0,0.40192466974258423,0.28673826005613545
"(1, 2)",3000,2,20,1.0,10,54,0.008915304606240713,0.411705881357193,0.9678228341217289
"(1, 2)",3000,2,20,1.0,15,43,0.03361812778603269,0.3887472450733185,1.1003538906084918
"(1, 2)",3000,2,50,0.2,5,157,0.08952451708766716,0.5368138551712036,0.8199396999778892
"(1, 2)",3000,2,50,0.2,10,127,0.19929420505200596,0.4092157781124115,0.8550737710245604
"(1, 2)",3000,2,50,0.2,15,94,0.3361812778603269,0.25524500012397766,0.9628204811502705
"(1, 2)",3000,2,50,0.4,5,77,0.0046433878157503715,0.2370297610759735,0.6790149098750414
"(1, 2)",3000,2,50,0.4,10,75,0.028603268945022287,0.39222145080566406,1.0465091417410883
"(1, 2)",3000,2,50,0.4,15,66,0.06946508172362556,0.36817386746406555,1.3087462723692649
"(1, 2)",3000,2,50,0.6,5,70,0.00018573551263001485,0.2509797513484955,0.38310500438171174
"(1, 2)",3000,2,50,0.6,10,59,0.015601783060921248,0.300220787525177,1.0921285111214443
"(1, 2)",3000,2,50,0.6,15,47,0.04290490341753343,0.28251129388809204,1.2199817132641537
"(1, 2)",3000,2,50,0.8,5,65,0.0,0.3542058765888214,0.30500250679110075
"(1, 2)",3000,2,50,0.8,10,57,0.01188707280832095,0.3642100393772125,1.1232071819535514
"(1, 2)",3000,2,50,0.8,15,46,0.03658989598811293,0.3369753360748291,1.2413415110580552
"(1, 2)",3000,2,50,1.0,5,64,0.0,0.37132319808006287,0.30269199498004845
"(1, 2)",3000,2,50,1.0,10,56,0.01188707280832095,0.3813459277153015,1.1091289220353866
"(1, 2)",3000,2,50,1.0,15,45,0.03658989598811293,0.3542720675468445,1.2207902478260777
"(1, 2)",3000,2,100,0.2,5,166,0.08952451708766716,0.47791701555252075,0.832795160321943
"(1, 2)",3000,2,100,0.2,10,126,0.19855126300148587,0.4144907295703888,0.9344199668771535
"(1, 2)",3000,2,100,0.2,15,96,0.32949479940564635,0.25611844658851624,0.9669570550447333
"(1, 2)",3000,2,100,0.4,5,77,0.005386329866270431,0.26345503330230713,0.6155823372388713
"(1, 2)",3000,2,100,0.4,10,68,0.025817236255572064,0.29817289113998413,0.9866750314083398
"(1, 2)",3000,2,100,0.4,15,63,0.0650074294205052,0.3532363772392273,1.3709680067079395
"(1, 2)",3000,2,100,0.6,5,70,0.0007429420505200594,0.2592174708843231,0.3670058145827201
"(1, 2)",3000,2,100,0.6,10,59,0.016158989598811294,0.2938525676727295,1.0127385743713238
"(1, 2)",3000,2,100,0.6,15,48,0.042533432392273404,0.2619413733482361,1.2709503883294742
"(1, 2)",3000,2,100,0.8,5,65,0.0,0.3566513955593109,0.30882414252663093
"(1, 2)",3000,2,100,0.8,10,55,0.01448736998514116,0.45100095868110657,0.9899772514514623
"(1, 2)",3000,2,100,0.8,15,44,0.039190193164933135,0.424640029668808,1.225406098006306
"(1, 2)",3000,2,100,1.0,5,62,0.0,0.3973366320133209,0.2892248658492391
"(1, 2)",3000,2,100,1.0,10,54,0.01188707280832095,0.4406662583351135,1.042403388493297
"(1, 2)",3000,2,100,1.0,15,43,0.03807578008915304,0.41484466195106506,1.2277617175842577
"(1, 2)",5000,2,2,0.2,5,111,0.008729569093610699,0.32547232508659363,0.8641156832866228
"(1, 2)",5000,2,2,0.2,10,103,0.046805349182763745,0.4687821865081787,1.184532908927164
"(1, 2)",5000,2,2,0.2,15,92,0.11979940564635959,0.3804614543914795,1.7862072354691838
"(1, 2)",5000,2,2,0.4,5,77,0.0,0.25816646218299866,0.2985236549080581
"(1, 2)",5000,2,2,0.4,10,72,0.011329866270430906,0.2482767105102539,1.7440924188911267
"(1, 2)",5000,2,2,0.4,15,55,0.05274888558692422,0.29566308856010437,1.8987366390166727
"(1, 2)",5000,2,2,0.6,5,68,0.0,0.3190925717353821,0.26452489816175817
"(1, 2)",5000,2,2,0.6,10,62,0.009101040118870729,0.3043195605278015,1.3496673837446338
"(1, 2)",5000,2,2,0.6,15,49,0.03993313521545319,0.2702533006668091,1.6731132895774012
"(1, 2)",5000,2,2,0.8,5,65,0.0,0.40291091799736023,0.24442845391847365
"(1, 2)",5000,2,2,0.8,10,59,0.008358098068350668,0.38866519927978516,1.4038546343408287
"(1, 2)",5000,2,2,0.8,15,46,0.037704309063893014,0.35801947116851807,1.543353498952939
"(1, 2)",5000,2,2,1.0,5,63,0.0,0.3192860186100006,0.27692704607877133
"(1, 2)",5000,2,2,1.0,10,57,0.008358098068350668,0.30504029989242554,1.410651736917283
"(1, 2)",5000,2,2,1.0,15,44,0.037704309063893014,0.2965560555458069,1.5151666551507257
"(1, 2)",5000,2,5,0.2,5,151,0.06333580980683506,0.5189394950866699,0.8495387027498713
"(1, 2)",5000,2,5,0.2,10,124,0.1537890044576523,0.48324620723724365,0.9668133119615463
"(1, 2)",5000,2,5,0.2,15,102,0.26931649331352153,0.3230479061603546,1.2623753787659555
"(1, 2)",5000,2,5,0.4,5,85,0.003714710252600297,0.31231939792633057,0.44116566788359063
"(1, 2)",5000,2,5,0.4,10,77,0.023588410104011887,0.32877975702285767,1.185664105830183
"(1, 2)",5000,2,5,0.4,15,65,0.062035661218424965,0.33241936564445496,1.7702809294783077
"(1, 2)",5000,2,5,0.6,5,71,0.0003714710252600297,0.4210292100906372,0.2910212913153361
"(1, 2)",5000,2,5,0.6,10,64,0.011515601783060922,0.40926218032836914,1.4548519306708563
"(1, 2)",5000,2,5,0.6,15,52,0.03807578008915304,0.36979803442955017,1.554899655216472
"(1, 2)",5000,2,5,0.8,5,67,0.0,0.45652082562446594,0.2604094204735511
"(1, 2)",5000,2,5,0.8,10,61,0.009101040118870729,0.4454222321510315,1.4089345256904944
"(1, 2)",5000,2,5,0.8,15,49,0.03566121842496285,0.4248981773853302,1.4673183489586799
"(1, 2)",5000,2,5,1.0,5,60,0.0,0.35363954305648804,0.28929503376732
"(1, 2)",5000,2,5,1.0,10,55,0.007800891530460624,0.3428516983985901,1.2976716749966155
"(1, 2)",5000,2,5,1.0,15,43,0.03436106983655275,0.3273955285549164,1.439489848012248
"(1, 2)",5000,2,10,0.2,5,157,0.07912332838038633,0.5013254284858704,0.792536140502088
"(1, 2)",5000,2,10,0.2,10,125,0.17552005943536403,0.4535652995109558,0.9289558333419284
"(1, 2)",5000,2,10,0.2,15,98,0.29921991084695393,0.2920084297657013,1.0738414282153297
"(1, 2)",5000,2,10,0.4,5,87,0.005200594353640416,0.27990636229515076,0.447197626330233
"(1, 2)",5000,2,10,0.4,10,78,0.027303120356612184,0.29713159799575806,1.0248243740680385
"(1, 2)",5000,2,10,0.4,15,67,0.06519316493313522,0.39902463555336,1.2271925466145273
"(1, 2)",5000,2,10,0.6,5,70,0.0,0.42293477058410645,0.2794164811440456
"(1, 2)",5000,2,10,0.6,10,65,0.011701337295690936,0.4218030869960785,1.082462010030599
"(1, 2)",5000,2,10,0.6,15,52,0.04049034175334324,0.39224711060523987,1.110156581015938
"(1, 2)",5000,2,10,0.8,5,65,0.0,0.4612835645675659,0.2656477473762614
"(1, 2)",5000,2,10,0.8,10,59,0.009286775631500743,0.4497949481010437,1.1070058059029317
"(1, 2)",5000,2,10,0.8,15,47,0.03603268945022288,0.4224061369895935,1.1249752538818945
"(1, 2)",5000,2,10,1.0,5,61,0.0,0.5356431603431702,0.24878326775508003
"(1, 2)",5000,2,10,1.0,10,56,0.009101040118870729,0.5258831977844238,1.0884992255912134
"(1, 2)",5000,2,10,1.0,15,44,0.035846953937592865,0.5087074637413025,1.0927773847713307
"(1, 2)",5000,2,20,0.2,5,163,0.07986627043090638,0.48256561160087585,0.8538634892116137
"(1, 2)",5000,2,20,0.2,10,131,0.1762630014858841,0.4393949508666992,0.9416280323199387
"(1, 2)",5000,2,20,0.2,15,99,0.3060921248142645,0.29728877544403076,1.1234365002854647
"(1, 2)",5000,2,20,0.4,5,90,0.005572065378900446,0.3111894130706787,0.46015870455288266
"(1, 2)",5000,2,20,0.4,10,80,0.028417533432392273,0.3166041970252991,1.0218562265288258
"(1, 2)",5000,2,20,0.4,15,67,0.07485141158989599,0.3581167161464691,1.3477560213753192
"(1, 2)",5000,2,20,0.6,5,73,0.0,0.4446144998073578,0.2789973061168071
"(1, 2)",5000,2,20,0.6,10,66,0.01225854383358098,0.4397623836994171,1.1610232507356761
"(1, 2)",5000,2,20,0.6,15,52,0.046433878157503716,0.38200458884239197,1.3173088586291497
"(1, 2)",5000,2,20,0.8,5,68,0.0,0.4021770656108856,0.2883605290828597
"(1, 2)",5000,2,20,0.8,10,61,0.010586924219910848,0.3876400887966156,1.1360405860482243
"(1, 2)",5000,2,20,0.8,15,46,0.04457652303120357,0.36043429374694824,1.2462351363605748
"(1, 2)",5000,2,20,1.0,5,62,0.0,0.4518817663192749,0.2670134379772516
"(1, 2)",5000,2,20,1.0,10,55,0.009843982169390787,0.44162970781326294,1.105034763031685
"(1, 2)",5000,2,20,1.0,15,42,0.03844725111441308,0.40675073862075806,1.2067555374825485
"(1, 2)",5000,2,50,0.2,5,156,0.07689450222882616,0.48730677366256714,0.770222431461362
"(1, 2)",5000,2,50,0.2,10,127,0.1725482912332838,0.45468270778656006,0.911855340153128
"(1, 2)",5000,2,50,0.2,15,101,0.32410846953937594,0.253421425819397,1.0544824410446156
"(1, 2)",5000,2,50,0.4,5,88,0.004086181277860327,0.3330589532852173,0.44315809979321674
"(1, 2)",5000,2,50,0.4,10,81,0.025445765230312035,0.3311496376991272,1.0692475022709653
"(1, 2)",5000,2,50,0.4,15,66,0.0737369985141159,0.43921709060668945,1.3463071941280997
"(1, 2)",5000,2,50,0.6,5,76,0.0,0.4256370961666107,0.2873763185184415
"(1, 2)",5000,2,50,0.6,10,69,0.01263001485884101,0.4247853755950928,1.1744472757049846
"(1, 2)",5000,2,50,0.6,15,53,0.048291233283803865,0.3957258462905884,1.2815070384214964
"(1, 2)",5000,2,50,0.8,5,72,0.0,0.4618340730667114,0.2598844131536802
"(1, 2)",5000,2,50,0.8,10,65,0.009843982169390787,0.4492656886577606,1.1593683941297994
"(1, 2)",5000,2,50,0.8,15,49,0.04550520059435364,0.42826393246650696,1.223795893356482
"(1, 2)",5000,2,50,1.0,5,69,0.0,0.5167893767356873,0.24480635775360068
"(1, 2)",5000,2,50,1.0,10,62,0.009843982169390787,0.5136753916740417,1.142526735392176
"(1, 2)",5000,2,50,1.0,15,48,0.04086181277860327,0.49353551864624023,1.2141953232751905
"(1, 2)",5000,2,100,0.2,5,165,0.08153789004457652,0.46883058547973633,0.825200975282083
"(1, 2)",5000,2,100,0.2,10,129,0.17942050520059435,0.43920472264289856,0.9225368056957385
"(1, 2)",5000,2,100,0.2,15,97,0.32670876671619614,0.26211288571357727,1.0333254047793956
"(1, 2)",5000,2,100,0.4,5,84,0.004457652303120356,0.28422436118125916,0.4959102552384487
"(1, 2)",5000,2,100,0.4,10,78,0.0237741456166419,0.32479986548423767,1.1598676235709593
"(1, 2)",5000,2,100,0.4,15,66,0.06816493313521545,0.4077329933643341,1.4381644711919692
"(1, 2)",5000,2,100,0.6,5,73,0.0,0.4178040623664856,0.28779324816418345
"(1, 2)",5000,2,100,0.6,10,65,0.01225854383358098,0.4217013716697693,1.2245529959916783
"(1, 2)",5000,2,100,0.6,15,51,0.045319465081723624,0.3820168972015381,1.3450014677544897
"(1, 2)",5000,2,100,0.8,5,68,0.0,0.5258621573448181,0.24292814274265126
"(1, 2)",5000,2,100,0.8,10,61,0.010029717682020803,0.527819812297821,1.2165498033101463
"(1, 2)",5000,2,100,0.8,15,47,0.041047548291233284,0.49594196677207947,1.283962712344737
"(1, 2)",5000,2,100,1.0,5,65,0.0,0.5462184548377991,0.24296383235057212
"(1, 2)",5000,2,100,1.0,10,58,0.009843982169390787,0.5482471585273743,1.193969759150999
"(1, 2)",5000,2,100,1.0,15,44,0.04086181277860327,0.5170625448226929,1.2428300021152212
"(1, 3)",1000,2,2,0.2,5,99,0.015044576523031204,0.34269440174102783,0.8832553370307892
"(1, 3)",1000,2,2,0.2,10,94,0.049962852897474,0.3444652259349823,1.573561485490538
"(1, 3)",1000,2,2,0.2,15,88,0.12908618127786034,0.3728266656398773,1.9546852051435353
"(1, 3)",1000,2,2,0.4,5,63,0.0009286775631500742,0.2653009295463562,0.7114064561872504
"(1, 3)",1000,2,2,0.4,10,59,0.013558692421991085,0.2830367386341095,1.3720426335329223
"(1, 3)",1000,2,2,0.4,15,49,0.04513372956909361,0.3378780782222748,1.6493579552722695
"(1, 3)",1000,2,2,0.6,5,48,0.0,0.13471433520317078,0.3147955544473056
"(1, 3)",1000,2,2,0.6,10,44,0.006686478454680535,0.28554895520210266,1.0071352454828526
"(1, 3)",1000,2,2,0.6,15,36,0.028603268945022287,0.22023527324199677,1.6443483248602597
"(1, 3)",1000,2,2,0.8,5,45,0.0,0.23775871098041534,0.2791582232575086
"(1, 3)",1000,2,2,0.8,10,41,0.005757800891530461,0.2585468590259552,0.7779385499424757
"(1, 3)",1000,2,2,0.8,15,33,0.022473997028231798,0.26710742712020874,1.6677721527834426
"(1, 3)",1000,2,2,1.0,5,41,0.0,0.2857438921928406,0.25779532611922285
