ngram_range,max_features,min_df,umap_dims,eps,min_samples,num_clusters,noise_ratio,silhouette_score,davies_bouldin_score
"(1, 3)",1000,2,2,1.0,10,37,0.005757800891530461,0.35115519165992737,0.7830915247359368
"(1, 3)",1000,2,2,1.0,15,31,0.0187592867756315,0.32980605959892273,1.3521760541229597
"(1, 3)",1000,2,5,0.2,5,157,0.09082466567607726,0.4675145447254181,0.7975247730193427
"(1, 3)",1000,2,5,0.2,10,116,0.21062407132243685,0.3905828595161438,0.9480105591988753
"(1, 3)",1000,2,5,0.2,15,88,0.3361812778603269,0.2502193748950958,0.9587192227756581
"(1, 3)",1000,2,5,0.4,5,89,0.002600297176820208,0.3574313223361969,0.6435472497743583
"(1, 3)",1000,2,5,0.4,10,80,0.02637444279346211,0.3537718951702118,1.3217976025488365
"(1, 3)",1000,2,5,0.4,15,65,0.0837667161961367,0.4394438862800598,1.3759787685512321
"(1, 3)",1000,2,5,0.6,5,65,0.0,0.27065879106521606,0.3890063900570143
"(1, 3)",1000,2,5,0.6,10,57,0.010958395245170876,0.28236958384513855,1.2018637076815222
"(1, 3)",1000,2,5,0.6,15,45,0.042161961367013376,0.30601125955581665,1.320367234960325
"(1, 3)",1000,2,5,0.8,5,51,0.0,0.29361051321029663,0.36082898900210014
"(1, 3)",1000,2,5,0.8,10,48,0.004086181277860327,0.30853506922721863,0.7173874094181542
"(1, 3)",1000,2,5,0.8,15,39,0.02526002971768202,0.35048967599868774,1.4954017161529638
"(1, 3)",1000,2,5,1.0,5,43,0.0,0.1756245344877243,0.3701390340115507
"(1, 3)",1000,2,5,1.0,10,40,0.003900445765230312,0.22452473640441895,0.6416403011514469
"(1, 3)",1000,2,5,1.0,15,32,0.023588410104011887,0.267657607793808,1.588090754881179
"(1, 3)",1000,2,10,0.2,5,155,0.11682763744427935,0.4540036618709564,0.8361967086713273
"(1, 3)",1000,2,10,0.2,10,115,0.23216939078751858,0.3497469425201416,0.8414563144248784
"(1, 3)",1000,2,10,0.2,15,94,0.3463967310549777,0.2300756275653839,0.8715638822785033
"(1, 3)",1000,2,10,0.4,5,92,0.004271916790490341,0.3191845715045929,0.5918163241788775
"(1, 3)",1000,2,10,0.4,10,80,0.033432392273402674,0.34749308228492737,1.1369343857004508
"(1, 3)",1000,2,10,0.4,15,65,0.08952451708766716,0.41269540786743164,1.3292066012468995
"(1, 3)",1000,2,10,0.6,5,59,0.0003714710252600297,0.19259729981422424,0.42610082305706914
"(1, 3)",1000,2,10,0.6,10,53,0.013187221396731055,0.32885268330574036,1.2220381304316765
"(1, 3)",1000,2,10,0.6,15,41,0.04179049034175334,0.3600170612335205,1.2010531050504791
"(1, 3)",1000,2,10,0.8,5,50,0.0,0.23167040944099426,0.3758197166268429
"(1, 3)",1000,2,10,0.8,10,45,0.006315007429420505,0.24775256216526031,1.1429585724953701
"(1, 3)",1000,2,10,0.8,15,34,0.030089153046062408,0.3033028244972229,1.1264153592231165
"(1, 3)",1000,2,10,1.0,5,46,0.0,0.3375559151172638,0.3127082677033107
"(1, 3)",1000,2,10,1.0,10,42,0.005386329866270431,0.3306816816329956,1.0754953135410825
"(1, 3)",1000,2,10,1.0,15,33,0.025445765230312035,0.3593451976776123,1.1569269292466233
"(1, 3)",1000,2,20,0.2,5,159,0.11645616641901932,0.4369828402996063,0.8134126453942361
"(1, 3)",1000,2,20,0.2,10,115,0.23569836552748885,0.34313657879829407,0.8193440844863469
"(1, 3)",1000,2,20,0.2,15,90,0.35791233283803864,0.21493902802467346,0.8809775107614545
"(1, 3)",1000,2,20,0.4,5,89,0.00612927191679049,0.3418719172477722,0.6079542539063855
"(1, 3)",1000,2,20,0.4,10,81,0.029903417533432394,0.3371942341327667,1.2430330507779381
"(1, 3)",1000,2,20,0.4,15,66,0.08599554234769688,0.3899659514427185,1.4153310822298393
"(1, 3)",1000,2,20,0.6,5,65,0.0,0.1972620040178299,0.4468083154287655
"(1, 3)",1000,2,20,0.6,10,58,0.011515601783060922,0.3009012043476105,1.2147233155396002
"(1, 3)",1000,2,20,0.6,15,48,0.04457652303120357,0.31649404764175415,1.2597794244719882
"(1, 3)",1000,2,20,0.8,5,53,0.0,0.13677364587783813,0.4305955211535722
"(1, 3)",1000,2,20,0.8,10,47,0.007429420505200594,0.1458526998758316,1.166819567994873
"(1, 3)",1000,2,20,0.8,15,35,0.03547548291233284,0.27143046259880066,1.1903832187264136
"(1, 3)",1000,2,20,1.0,5,48,0.0,0.2016150802373886,0.36393264816138204
"(1, 3)",1000,2,20,1.0,10,44,0.005386329866270431,0.19477665424346924,1.1403452412410988
"(1, 3)",1000,2,20,1.0,15,32,0.031203566121842496,0.2817292809486389,1.1988298574903906
"(1, 3)",1000,2,50,0.2,5,166,0.11664190193164933,0.45227235555648804,0.8435210340623102
"(1, 3)",1000,2,50,0.2,10,116,0.24089895988112928,0.3621252775192261,0.8477958566836176
"(1, 3)",1000,2,50,0.2,15,90,0.3536404160475483,0.23349498212337494,0.8981042599919007
"(1, 3)",1000,2,50,0.4,5,92,0.007615156017830609,0.3384685218334198,0.6785178188480945
"(1, 3)",1000,2,50,0.4,10,82,0.034546805349182766,0.39586761593818665,1.0834008071842205
"(1, 3)",1000,2,50,0.4,15,67,0.0837667161961367,0.4399181306362152,1.2942004515446797
"(1, 3)",1000,2,50,0.6,5,59,0.0003714710252600297,0.120531365275383,0.44269980532977443
"(1, 3)",1000,2,50,0.6,10,56,0.009843982169390787,0.2399335503578186,1.1430942989598947
"(1, 3)",1000,2,50,0.6,15,45,0.039190193164933135,0.38027241826057434,1.2005942089472372
"(1, 3)",1000,2,50,0.8,5,52,0.0,0.19120196998119354,0.3949617390499146
"(1, 3)",1000,2,50,0.8,10,46,0.007429420505200594,0.20744724571704865,1.1149796485735468
"(1, 3)",1000,2,50,0.8,15,35,0.031203566121842496,0.2447355091571808,1.1612175089082781
"(1, 3)",1000,2,50,1.0,5,47,0.0,0.18632708489894867,0.36092094403883984
"(1, 3)",1000,2,50,1.0,10,43,0.005386329866270431,0.1803709715604782,1.0505694622323838
"(1, 3)",1000,2,50,1.0,15,32,0.029160475482912333,0.25784119963645935,1.1011008452063267
"(1, 3)",1000,2,100,0.2,5,151,0.11422734026745913,0.46910473704338074,0.7856318286771417
"(1, 3)",1000,2,100,0.2,10,113,0.2412704309063893,0.3610200881958008,0.8318759980167474
"(1, 3)",1000,2,100,0.2,15,88,0.37017087667161963,0.2046600878238678,0.9089105908596317
"(1, 3)",1000,2,100,0.4,5,91,0.006686478454680535,0.33051449060440063,0.5815355283768472
"(1, 3)",1000,2,100,0.4,10,80,0.031203566121842496,0.39525777101516724,1.08271290527651
"(1, 3)",1000,2,100,0.4,15,66,0.08432392273402675,0.4215535819530487,1.2936472489518778
"(1, 3)",1000,2,100,0.6,5,61,0.0,0.1971101313829422,0.40686155634188953
"(1, 3)",1000,2,100,0.6,10,56,0.009472511144130757,0.2991478443145752,1.1603532479894398
"(1, 3)",1000,2,100,0.6,15,46,0.040676077265973255,0.3107220530509949,1.2070462380523517
"(1, 3)",1000,2,100,0.8,5,54,0.0,0.1907401978969574,0.3982649178840847
"(1, 3)",1000,2,100,0.8,10,48,0.007429420505200594,0.18735605478286743,1.1026696542066439
"(1, 3)",1000,2,100,0.8,15,37,0.031203566121842496,0.2590087056159973,1.1701113787571533
"(1, 3)",1000,2,100,1.0,5,48,0.0,0.20237189531326294,0.348585493409259
"(1, 3)",1000,2,100,1.0,10,42,0.007429420505200594,0.2601607143878937,1.0255052040819364
"(1, 3)",1000,2,100,1.0,15,34,0.02897473997028232,0.2727782726287842,1.0849854236856311
"(1, 3)",3000,2,2,0.2,5,115,0.009101040118870729,0.32462793588638306,1.0510438796553279
"(1, 3)",3000,2,2,0.2,10,100,0.06036404160475483,0.4237247407436371,1.4633229791900912
"(1, 3)",3000,2,2,0.2,15,87,0.14097325408618128,0.3628941476345062,2.150478616597497
"(1, 3)",3000,2,2,0.4,5,76,0.0,0.3349478840827942,0.27686313951217356
"(1, 3)",3000,2,2,0.4,10,65,0.016530460624071323,0.4462131857872009,1.1178966531737966
"(1, 3)",3000,2,2,0.4,15,52,0.04940564635958395,0.3942289352416992,1.9320440784966102
"(1, 3)",3000,2,2,0.6,5,69,0.0,0.4039057195186615,0.2580218871362589
"(1, 3)",3000,2,2,0.6,10,59,0.015044576523031204,0.39625808596611023,1.0823074667599437
"(1, 3)",3000,2,2,0.6,15,47,0.044019316493313525,0.33157968521118164,1.7021306876931661
"(1, 3)",3000,2,2,0.8,5,64,0.0,0.38829532265663147,0.2422148205788569
"(1, 3)",3000,2,2,0.8,10,54,0.01448736998514116,0.42545756697654724,1.098507499340534
"(1, 3)",3000,2,2,0.8,15,42,0.041604754829123326,0.3847843110561371,2.227012695240694
"(1, 3)",3000,2,2,1.0,5,61,0.0,0.419333279132843,0.23938269194666195
"(1, 3)",3000,2,2,1.0,10,52,0.013187221396731055,0.40897101163864136,1.1392942602192457
"(1, 3)",3000,2,2,1.0,15,40,0.04030460624071323,0.373587042093277,1.1693382218395896
"(1, 3)",3000,2,5,0.2,5,163,0.06519316493313522,0.4981255829334259,0.9288609241084426
"(1, 3)",3000,2,5,0.2,10,122,0.1801634472511144,0.42900705337524414,1.0945951670001288
"(1, 3)",3000,2,5,0.2,15,101,0.29921991084695393,0.2806932032108307,1.164157696331137
"(1, 3)",3000,2,5,0.4,5,81,0.002786032689450223,0.3149152100086212,0.5542246605513163
"(1, 3)",3000,2,5,0.4,10,72,0.025817236255572064,0.32093456387519836,1.3783048661306472
"(1, 3)",3000,2,5,0.4,15,60,0.0676077265973254,0.41209208965301514,1.6252393113676051
"(1, 3)",3000,2,5,0.6,5,68,0.0,0.3166615962982178,0.3098717243971385
"(1, 3)",3000,2,5,0.6,10,57,0.014673105497771174,0.3438633978366852,1.4605679105138036
"(1, 3)",3000,2,5,0.6,15,45,0.04420505200594354,0.3214203715324402,1.6430197652224747
"(1, 3)",3000,2,5,0.8,5,63,0.0,0.3576003313064575,0.27717183131366907
"(1, 3)",3000,2,5,0.8,10,53,0.0137444279346211,0.41860467195510864,1.3606039427758252
"(1, 3)",3000,2,5,0.8,15,41,0.041047548291233284,0.3841511905193329,1.4029851240994025
"(1, 3)",3000,2,5,1.0,5,61,0.0,0.36563876271247864,0.26598666867316334
"(1, 3)",3000,2,5,1.0,10,51,0.0137444279346211,0.43023326992988586,1.3424046207857714
"(1, 3)",3000,2,5,1.0,15,39,0.041047548291233284,0.4048527181148529,1.3803398306937982
"(1, 3)",3000,2,10,0.2,5,160,0.08562407132243685,0.44052818417549133,0.8282034984061316
"(1, 3)",3000,2,10,0.2,10,124,0.18926448736998513,0.4086073338985443,1.0298866969796574
"(1, 3)",3000,2,10,0.2,15,101,0.3150074294205052,0.26027294993400574,1.1031631189248616
"(1, 3)",3000,2,10,0.4,5,83,0.0048291233283803865,0.37082797288894653,0.734889601332417
"(1, 3)",3000,2,10,0.4,10,73,0.026931649331352156,0.3524594008922577,1.1338501976609348
"(1, 3)",3000,2,10,0.4,15,63,0.07633729569093611,0.4410895109176636,1.3739792175438157
"(1, 3)",3000,2,10,0.6,5,69,0.0005572065378900445,0.3633827567100525,0.3526382259663556
"(1, 3)",3000,2,10,0.6,10,59,0.014858841010401188,0.40717509388923645,1.1126908823032011
"(1, 3)",3000,2,10,0.6,15,46,0.048662704309063894,0.36468303203582764,1.2339127103605574
"(1, 3)",3000,2,10,0.8,5,63,0.0,0.3417642414569855,0.3000288777165784
"(1, 3)",3000,2,10,0.8,10,53,0.0137444279346211,0.3803175091743469,1.1086592211647728
"(1, 3)",3000,2,10,0.8,15,41,0.04234769687964339,0.3432239890098572,1.1963369358235478
"(1, 3)",3000,2,10,1.0,5,61,0.0,0.35747697949409485,0.2913761779731164
"(1, 3)",3000,2,10,1.0,10,51,0.0137444279346211,0.4259095788002014,1.087453071190514
"(1, 3)",3000,2,10,1.0,15,39,0.042161961367013376,0.39481139183044434,1.1666990881296058
"(1, 3)",3000,2,20,0.2,5,158,0.0887815750371471,0.4444893002510071,0.798131239417227
"(1, 3)",3000,2,20,0.2,10,123,0.1963224368499257,0.4188322126865387,0.9038811299911542
"(1, 3)",3000,2,20,0.2,15,102,0.336924219910847,0.23880092799663544,1.0583439694382124
"(1, 3)",3000,2,20,0.4,5,83,0.006686478454680535,0.37457916140556335,0.5874632577180029
"(1, 3)",3000,2,20,0.4,10,73,0.028603268945022287,0.3461422920227051,1.0115202469679179
"(1, 3)",3000,2,20,0.4,15,64,0.07949479940564635,0.4465886056423187,1.266499395515082
"(1, 3)",3000,2,20,0.6,5,70,0.00018573551263001485,0.2835494875907898,0.35855703999314825
"(1, 3)",3000,2,20,0.6,10,58,0.016716196136701337,0.33481550216674805,0.9993518597415478
"(1, 3)",3000,2,20,0.6,15,48,0.044947994056463596,0.37436625361442566,1.1651275299765556
"(1, 3)",3000,2,20,0.8,5,65,0.0,0.34623467922210693,0.3005386059222383
"(1, 3)",3000,2,20,0.8,10,54,0.014673105497771174,0.44334903359413147,0.9888022252019597
"(1, 3)",3000,2,20,0.8,15,42,0.043462109955423475,0.4178580045700073,1.1031535309461162
"(1, 3)",3000,2,20,1.0,5,62,0.0,0.358696311712265,0.2830669807473109
"(1, 3)",3000,2,20,1.0,10,52,0.0137444279346211,0.44006237387657166,0.9856245863098637
"(1, 3)",3000,2,20,1.0,15,40,0.04086181277860327,0.4151749312877655,1.0978159423718292
"(1, 3)",3000,2,50,0.2,5,165,0.08432392273402675,0.45760560035705566,0.8574697251401034
"(1, 3)",3000,2,50,0.2,10,124,0.20059435364041606,0.4113515615463257,0.9177300462210046
"(1, 3)",3000,2,50,0.2,15,100,0.3224368499257058,0.26138409972190857,1.085185881134368
"(1, 3)",3000,2,50,0.4,5,85,0.0046433878157503715,0.33043885231018066,0.5354700066296534
"(1, 3)",3000,2,50,0.4,10,76,0.02786032689450223,0.3894202709197998,1.120673859909427
"(1, 3)",3000,2,50,0.4,15,64,0.07912332838038633,0.37832650542259216,1.3393337454451166
"(1, 3)",3000,2,50,0.6,5,71,0.00018573551263001485,0.29892459511756897,0.3465044347394463
"(1, 3)",3000,2,50,0.6,10,61,0.014673105497771174,0.3515446186065674,1.1763861928861525
"(1, 3)",3000,2,50,0.6,15,48,0.04884843982169391,0.3109913766384125,1.2239257358850133
"(1, 3)",3000,2,50,0.8,5,66,0.0,0.353030800819397,0.2992091428779067
"(1, 3)",3000,2,50,0.8,10,56,0.0137444279346211,0.39617544412612915,1.1375550117227773
"(1, 3)",3000,2,50,0.8,15,44,0.04086181277860327,0.361264169216156,1.204440368157101
"(1, 3)",3000,2,50,1.0,5,61,0.0,0.4687517285346985,0.24878696520982171
"(1, 3)",3000,2,50,1.0,10,53,0.01225854383358098,0.4782886803150177,1.1210875832891984
"(1, 3)",3000,2,50,1.0,15,41,0.03937592867756315,0.4561969041824341,1.1636108667837881
"(1, 3)",3000,2,100,0.2,5,162,0.08859583952451709,0.4909268915653229,0.7774787576898362
"(1, 3)",3000,2,100,0.2,10,127,0.19112184249628528,0.40238577127456665,0.9987522092471146
"(1, 3)",3000,2,100,0.2,15,101,0.3224368499257058,0.25050073862075806,1.1414092297269847
"(1, 3)",3000,2,100,0.4,5,86,0.004086181277860327,0.36880040168762207,0.5791541070166079
"(1, 3)",3000,2,100,0.4,10,79,0.02637444279346211,0.3583686649799347,1.1164819483716413
"(1, 3)",3000,2,100,0.4,15,66,0.07763744427934621,0.4433278739452362,1.3539307236567208
"(1, 3)",3000,2,100,0.6,5,69,0.0003714710252600297,0.3115527629852295,0.3776009178103989
"(1, 3)",3000,2,100,0.6,10,59,0.015416047548291234,0.3461626470088959,1.0831691685383384
"(1, 3)",3000,2,100,0.6,15,46,0.0475482912332838,0.30959150195121765,1.3030546122963456
"(1, 3)",3000,2,100,0.8,5,66,0.0,0.3672339916229248,0.30159798256491765
"(1, 3)",3000,2,100,0.8,10,55,0.014673105497771174,0.39149755239486694,1.0597649859228822
"(1, 3)",3000,2,100,0.8,15,42,0.04550520059435364,0.41137024760246277,1.2588622476737905
"(1, 3)",3000,2,100,1.0,5,64,0.0,0.42300528287887573,0.27282148542501305
"(1, 3)",3000,2,100,1.0,10,54,0.0137444279346211,0.46407100558280945,1.0625838409845856
"(1, 3)",3000,2,100,1.0,15,41,0.044019316493313525,0.4282650947570801,1.2591929765886216
"(1, 3)",5000,2,2,0.2,5,107,0.006686478454680535,0.37041765451431274,0.7313551912021403
"(1, 3)",5000,2,2,0.2,10,103,0.04364784546805349,0.4603733420372009,1.4381686694343498
"(1, 3)",5000,2,2,0.2,15,91,0.12741456166419018,0.4187709093093872,1.5930756334385905
"(1, 3)",5000,2,2,0.4,5,79,0.00018573551263001485,0.364078551530838,0.2897285045272747
"(1, 3)",5000,2,2,0.4,10,71,0.01263001485884101,0.34979578852653503,1.160289593302517
"(1, 3)",5000,2,2,0.4,15,54,0.05367756315007429,0.37625694274902344,1.4390606936140664
"(1, 3)",5000,2,2,0.6,5,71,0.0,0.37911298871040344,0.25839905285338804
"(1, 3)",5000,2,2,0.6,10,64,0.010772659732540862,0.3644528090953827,1.2857032497909064
"(1, 3)",5000,2,2,0.6,15,50,0.04271916790490342,0.32195115089416504,1.489403019036094
"(1, 3)",5000,2,2,0.8,5,67,0.0,0.39200350642204285,0.25885799424580624
"(1, 3)",5000,2,2,0.8,10,61,0.008358098068350668,0.40557393431663513,1.0947496284351699
"(1, 3)",5000,2,2,0.8,15,47,0.04030460624071323,0.36527782678604126,1.4848501889233192
"(1, 3)",5000,2,2,1.0,5,64,0.0,0.39290696382522583,0.24465908719558677
"(1, 3)",5000,2,2,1.0,10,58,0.008358098068350668,0.4361649453639984,1.1037634606690274
"(1, 3)",5000,2,2,1.0,15,45,0.037704309063893014,0.40102913975715637,1.4573940439942432
"(1, 3)",5000,2,5,0.2,5,154,0.06370728083209509,0.5297079086303711,0.7872938253555951
"(1, 3)",5000,2,5,0.2,10,130,0.1536032689450223,0.48295581340789795,0.9847584046792304
"(1, 3)",5000,2,5,0.2,15,103,0.2838038632986627,0.31837859749794006,1.0941778974853735
"(1, 3)",5000,2,5,0.4,5,85,0.003900445765230312,0.3401496410369873,0.48105131075708657
"(1, 3)",5000,2,5,0.4,10,83,0.01950222882615156,0.3635290563106537,1.2231436862118827
"(1, 3)",5000,2,5,0.4,15,63,0.07522288261515601,0.36897337436676025,1.4420706415982996
"(1, 3)",5000,2,5,0.6,5,70,0.0007429420505200594,0.32357102632522583,0.30456596459894286
"(1, 3)",5000,2,5,0.6,10,65,0.009101040118870729,0.43754562735557556,1.226078212407257
"(1, 3)",5000,2,5,0.6,15,51,0.04736255572065379,0.40776336193084717,1.3877893170501472
"(1, 3)",5000,2,5,0.8,5,67,0.0,0.42106249928474426,0.277043410749695
"(1, 3)",5000,2,5,0.8,10,62,0.00687221396731055,0.41077739000320435,1.2650592948782666
"(1, 3)",5000,2,5,0.8,15,47,0.041976225854383355,0.37799394130706787,1.3468797031408117
"(1, 3)",5000,2,5,1.0,5,65,0.0,0.45626500248908997,0.2681487923233443
"(1, 3)",5000,2,5,1.0,10,60,0.006686478454680535,0.4461787939071655,1.230331989257133
"(1, 3)",5000,2,5,1.0,15,45,0.04179049034175334,0.4752575755119324,1.2818750337415534
"(1, 3)",5000,2,10,0.2,5,160,0.0800520059435364,0.5298291444778442,0.7437298194064167
"(1, 3)",5000,2,10,0.2,10,129,0.18387815750371472,0.4589766561985016,0.8562214711802638
"(1, 3)",5000,2,10,0.2,15,101,0.30182020802377413,0.3007209300994873,1.0356176581266336
"(1, 3)",5000,2,10,0.4,5,83,0.003714710252600297,0.35534077882766724,0.5101215969690075
"(1, 3)",5000,2,10,0.4,10,84,0.021173848439821695,0.36537298560142517,1.070399895698088
"(1, 3)",5000,2,10,0.4,15,66,0.07782317979197623,0.4530884623527527,1.2222609256692112
"(1, 3)",5000,2,10,0.6,5,70,0.0007429420505200594,0.3286356031894684,0.31990524482359306
"(1, 3)",5000,2,10,0.6,10,64,0.009101040118870729,0.35865136981010437,0.9131604952435408
"(1, 3)",5000,2,10,0.6,15,52,0.04550520059435364,0.39474958181381226,1.1062168334003175
"(1, 3)",5000,2,10,0.8,5,67,0.0,0.40908291935920715,0.2880304283295249
"(1, 3)",5000,2,10,0.8,10,61,0.008358098068350668,0.39683815836906433,0.8747748963392922
"(1, 3)",5000,2,10,0.8,15,47,0.04086181277860327,0.36201778054237366,1.0717535127639628
"(1, 3)",5000,2,10,1.0,5,66,0.0,0.46882057189941406,0.27367687006311786
"(1, 3)",5000,2,10,1.0,10,60,0.008358098068350668,0.4625592529773712,0.8717115786048236
"(1, 3)",5000,2,10,1.0,15,46,0.04086181277860327,0.4885193705558777,1.0509952771217772
"(1, 3)",5000,2,20,0.2,5,162,0.08283803863298662,0.5159741640090942,0.7561306016940731
"(1, 3)",5000,2,20,0.2,10,131,0.18072065378900445,0.4558141827583313,0.8737122281206301
"(1, 3)",5000,2,20,0.2,15,103,0.3083209509658247,0.28486761450767517,1.0873656468296091
"(1, 3)",5000,2,20,0.4,5,86,0.004086181277860327,0.32023167610168457,0.5203246491485903
"(1, 3)",5000,2,20,0.4,10,83,0.022473997028231798,0.3772657811641693,1.0436814112517914
"(1, 3)",5000,2,20,0.4,15,67,0.07856612184249628,0.4641270935535431,1.2506936228592456
"(1, 3)",5000,2,20,0.6,5,71,0.0007429420505200594,0.32660436630249023,0.32709443219281553
"(1, 3)",5000,2,20,0.6,10,65,0.011701337295690936,0.43535736203193665,1.0251716176979926
"(1, 3)",5000,2,20,0.6,15,51,0.04847696879643388,0.39797958731651306,1.124168791756109
"(1, 3)",5000,2,20,0.8,5,67,0.0,0.40784671902656555,0.29757353342766807
"(1, 3)",5000,2,20,0.8,10,61,0.008358098068350668,0.3973996341228485,0.9689164537793702
"(1, 3)",5000,2,20,0.8,15,46,0.04309063893016345,0.3652425706386566,1.1007567498067004
"(1, 3)",5000,2,20,1.0,5,64,0.0,0.4641648232936859,0.27557283623509643
"(1, 3)",5000,2,20,1.0,10,58,0.008358098068350668,0.45399224758148193,0.9621137537080586
"(1, 3)",5000,2,20,1.0,15,44,0.04049034175334324,0.45168477296829224,1.0721470940719677
"(1, 3)",5000,2,50,0.2,5,158,0.08339524517087667,0.4728351831436157,0.7704944745490366
"(1, 3)",5000,2,50,0.2,10,129,0.18239227340267458,0.4500270485877991,0.8547626267778713
"(1, 3)",5000,2,50,0.2,15,100,0.31723625557206536,0.2925080955028534,0.9952621339009919
"(1, 3)",5000,2,50,0.4,5,84,0.0035289747399702824,0.30461177229881287,0.5241640351130543
"(1, 3)",5000,2,50,0.4,10,83,0.020430906389301635,0.39182916283607483,1.1719146374244627
"(1, 3)",5000,2,50,0.4,15,66,0.075037147102526,0.39759761095046997,1.3203131462395363
"(1, 3)",5000,2,50,0.6,5,71,0.0007429420505200594,0.344260036945343,0.31268479342992456
"(1, 3)",5000,2,50,0.6,10,65,0.009101040118870729,0.37544211745262146,1.0528237937695202
"(1, 3)",5000,2,50,0.6,15,51,0.048662704309063894,0.39555633068084717,1.1784511591409612
"(1, 3)",5000,2,50,0.8,5,67,0.0,0.42714056372642517,0.276608232034606
"(1, 3)",5000,2,50,0.8,10,61,0.008915304606240713,0.4168015420436859,1.032201116293986
"(1, 3)",5000,2,50,0.8,15,46,0.043462109955423475,0.39223015308380127,1.1244016657825178
"(1, 3)",5000,2,50,1.0,5,65,0.0,0.5006335973739624,0.2610841978725027
"(1, 3)",5000,2,50,1.0,10,59,0.008358098068350668,0.4910758137702942,1.0180497087802072
"(1, 3)",5000,2,50,1.0,15,45,0.040676077265973255,0.5077951550483704,1.116612693625537
"(1, 3)",5000,2,100,0.2,5,156,0.08710995542347696,0.5072972774505615,0.737976193600621
"(1, 3)",5000,2,100,0.2,10,128,0.1922362555720654,0.44231879711151123,0.8548022548423179
"(1, 3)",5000,2,100,0.2,15,103,0.3044205052005943,0.30065277218818665,1.0525162192706772
"(1, 3)",5000,2,100,0.4,5,83,0.002600297176820208,0.329236775636673,0.5311971918975162
"(1, 3)",5000,2,100,0.4,10,81,0.01950222882615156,0.3723805546760559,1.0848763852985006
"(1, 3)",5000,2,100,0.4,15,67,0.08209509658246657,0.45660400390625,1.3431918532113043
"(1, 3)",5000,2,100,0.6,5,71,0.0007429420505200594,0.32667744159698486,0.31770113403361466
"(1, 3)",5000,2,100,0.6,10,66,0.009101040118870729,0.4357775151729584,1.0788895068876716
"(1, 3)",5000,2,100,0.6,15,52,0.04606240713224369,0.38468000292778015,1.2157845312020368
"(1, 3)",5000,2,100,0.8,5,68,0.0007429420505200594,0.3369429111480713,0.29960977782216813
"(1, 3)",5000,2,100,0.8,10,62,0.009101040118870729,0.40900877118110657,1.0617862270795966
"(1, 3)",5000,2,100,0.8,15,48,0.041604754829123326,0.37096646428108215,1.1776949529385947
"(1, 3)",5000,2,100,1.0,5,65,0.0,0.4936847984790802,0.2564397851552882
"(1, 3)",5000,2,100,1.0,10,59,0.008358098068350668,0.4917772114276886,1.0530307349394488
"(1, 3)",5000,2,100,1.0,15,45,0.04086181277860327,0.5019792318344116,1.1566811754524662
